mano_dominante,angolo_spalla_sx,angolo_spalla_dx,angolo_anca_sx,angolo_anca_dx,angolo_gomito_dx,angolo_gomito_sx,angolo_ginocchio_sx,angolo_ginocchio_dx,fase_tiro
sinistro,159.99820890033686,159.40964853659332,170.2623756017493,170.0193865808546,179.72778878381348,166.70913176708416,178.46181985856896,173.93878402326987,rilascio
sinistro,160.05080258592588,160.24642588890384,171.04945445783997,169.96632500424826,179.54854735590857,162.5226897688738,179.8977751496156,174.06992239379585,rilascio
sinistro,159.6831353886893,161.00384281021016,171.4111645529155,170.16003752812085,178.48060062148286,159.9405155059517,178.7869687986759,174.72663269815186,rilascio
sinistro,160.60695346188828,160.86585131659444,170.92792229942702,169.82581299021524,179.26375603690408,159.2891586929092,178.65621028403274,174.4105909721492,rilascio
sinistro,161.45166777871333,160.0324216858007,169.84563945880615,169.6497842641491,179.08571200939983,159.39356632352542,179.76875937539072,174.3202458248078,rilascio
sinistro,162.74350766474208,160.27380110925196,168.9546502849026,170.53217939077422,179.2601277840139,160.62603706461854,179.108602298061,174.70009034880744,rilascio
sinistro,162.97035649244745,160.30120711503477,168.95344514759094,170.56697664294072,178.88895922031602,161.71160472694754,179.88346456920922,174.82842907712006,rilascio
sinistro,163.0191515572824,161.26019776688273,169.0532299274399,170.05364407109815,178.975318011315,161.6561861948909,179.12748146818387,176.39786146564953,rilascio
sinistro,163.51573912045754,163.34936514641345,169.462490490264,169.5978776547285,175.1803106626251,160.5926796806823,176.5146451496118,177.74849816487185,rilascio
sinistro,162.1071651448421,164.1382113014487,168.70803268862502,169.4742578616566,174.82494209949974,157.6366598290632,175.31744131428698,179.44677193403083,Follow-Through
sinistro,158.01841617854308,165.94424036672592,167.5385298596088,169.81336384735127,173.03302959827644,149.83721419599394,175.29527396707348,179.85387833746768,Follow-Through
sinistro,154.16158716279537,166.26258714339036,166.71566627077928,171.31109386108054,171.9493828681344,142.84148816082202,175.9903512631046,177.81565156581803,Follow-Through
sinistro,145.609322640996,163.4978442680544,166.9647480333506,172.2273081682993,174.49992835341763,131.49251124484283,175.63965909724539,174.8509350102261,Follow-Through
sinistro,137.57664172836394,163.3222108993079,167.04542440045046,171.99338050482723,172.248865481,121.31492660331116,176.03158157924128,174.66767887711453,Follow-Through
sinistro,125.67027967842398,161.62873772997642,166.83311695861576,171.23975421738064,173.37450418563563,108.89149713164586,176.97644101132744,173.81851160894823,Follow-Through
sinistro,125.93655518504065,160.95015249451228,166.91523762763978,170.99755056368645,173.43630257592542,108.33153569211348,176.88834635188456,173.40953875980045,Follow-Through
